item_icon_id,icon_serial_no,file_name,asset_path_hint,item_name,name_string_id,item_description,primary_icon_group,is_ingredient,is_food,is_resource,is_aidong_pedia_item,ingredient_tags,food_tags,resource_tags,pedia_item_tags,visual_tags,style_pack,source_folder,source_file_name,generation_prompt,release_status,is_enabled,_planner_note,_check_status,_source_csv,_updated_at
ICON-0679,679,p_0679_seorapbunryuteurei.png,image/item_icon/full/p_0679_seorapbunryuteurei.png,서랍분류트레이,,생활·숙소·가구 > 받침 > 받침/트레이,aidong_pedia_item,N,N,N,Y,,,,생활·숙소·가구|안전·시설·운영|받침|받침/트레이,서랍분류트레이|트레이|생활·숙소·가구|안전·시설·운영,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,051_케이블정리빗_펜꽂이칸막이_모니터메모클립_서랍분류트레이_먼지솔통_책상매트코너_마우스선홀더_충전독받침_작은휴지통라벨.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0680,680,p_0680_meonjisoltong.png,image/item_icon/full/p_0680_meonjisoltong.png,먼지솔통,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,먼지솔통|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,051_케이블정리빗_펜꽂이칸막이_모니터메모클립_서랍분류트레이_먼지솔통_책상매트코너_마우스선홀더_충전독받침_작은휴지통라벨.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0681,681,p_0681_chaeksangmaeteukoneo.png,image/item_icon/full/p_0681_chaeksangmaeteukoneo.png,책상매트코너,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,책상매트코너|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,051_케이블정리빗_펜꽂이칸막이_모니터메모클립_서랍분류트레이_먼지솔통_책상매트코너_마우스선홀더_충전독받침_작은휴지통라벨.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0682,682,p_0682_mauseuseonholdeo.png,image/item_icon/phase1/p_0682_mauseuseonholdeo.png,마우스선홀더,,전자·디지털·데이터 > 고정 > 고정/홀더,aidong_pedia_item,N,N,N,Y,,,,전자·디지털·데이터|고정|고정/홀더,마우스선홀더|홀더|전자·디지털·데이터,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,051_케이블정리빗_펜꽂이칸막이_모니터메모클립_서랍분류트레이_먼지솔통_책상매트코너_마우스선홀더_충전독받침_작은휴지통라벨.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0683,683,p_0683_chungjeondokbatchim.png,image/item_icon/full/p_0683_chungjeondokbatchim.png,충전독받침,,전자·디지털·데이터 > 받침 > 받침/받침,aidong_pedia_item,N,N,N,Y,,,,전자·디지털·데이터|받침|받침/받침,충전독받침|받침|전자·디지털·데이터,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,051_케이블정리빗_펜꽂이칸막이_모니터메모클립_서랍분류트레이_먼지솔통_책상매트코너_마우스선홀더_충전독받침_작은휴지통라벨.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0684,684,p_0684_jakeunhyujitongrabel.png,image/item_icon/full/p_0684_jakeunhyujitongrabel.png,작은휴지통라벨,,문구·사무·기록 > 부착물 > 부착물/라벨,mixed,N,N,Y,Y,,,종이/스티커|부착물|부착물/라벨|문구·사무·기록,문구·사무·기록|부착물|부착물/라벨,작은휴지통라벨|라벨|문구·사무·기록,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,051_케이블정리빗_펜꽂이칸막이_모니터메모클립_서랍분류트레이_먼지솔통_책상매트코너_마우스선홀더_충전독받침_작은휴지통라벨.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0685,685,p_0685_kanmakibodeupin.png,image/item_icon/full/p_0685_kanmakibodeupin.png,칸막이보드핀,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,칸막이보드핀|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0686,686,p_0686_rabelpeureimchip.png,image/item_icon/full/p_0686_rabelpeureimchip.png,라벨프레임칩,,문구·사무·기록 > 부착물 > 부착물/라벨,mixed,N,N,Y,Y,,,종이/스티커|부착물|부착물/라벨|문구·사무·기록,문구·사무·기록|부착물|부착물/라벨|형태/프레임,라벨프레임칩|라벨|프레임|문구·사무·기록,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0687,687,p_0687_tumyeongseorapsonjapi.png,image/item_icon/full/p_0687_tumyeongseorapsonjapi.png,투명서랍손잡이,,생활·숙소·가구 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,생활·숙소·가구|일반 소품,투명서랍손잡이|생활·숙소·가구,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0688,688,p_0688_ttukkeongjamgeumkeulrip.png,image/item_icon/full/p_0688_ttukkeongjamgeumkeulrip.png,뚜껑잠금클립,,문구·사무·기록 > 보호 > 보호/뚜껑,mixed,N,N,Y,Y,,,금속/플라스틱|보호|보호/뚜껑|고정/클립|문구·사무·기록|안전·시설·운영,문구·사무·기록|안전·시설·운영|보호|보호/뚜껑|고정/클립,뚜껑잠금클립|뚜껑|클립|문구·사무·기록|안전·시설·운영,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0689,689,p_0689_bangseupjeholdeo.png,image/item_icon/full/p_0689_bangseupjeholdeo.png,방습제홀더,,아이동·pedia 오브젝트 > 고정 > 고정/홀더,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|고정|고정/홀더,방습제홀더|홀더|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0690,690,p_0690_jeongribagunitaek.png,image/item_icon/full/p_0690_jeongribagunitaek.png,정리바구니택,,안전·시설·운영 > 용기 > 용기/바구니,aidong_pedia_item,N,N,N,Y,,,,안전·시설·운영|용기|용기/바구니,정리바구니택|바구니|안전·시설·운영,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0691,691,p_0691_minipatisyeonpan.png,image/item_icon/full/p_0691_minipatisyeonpan.png,미니파티션판,,장식·파티·선물 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,장식·파티·선물|일반 소품,미니파티션판|장식·파티·선물,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0692,692,p_0692_sunapbongtuseutaendeu.png,image/item_icon/full/p_0692_sunapbongtuseutaendeu.png,수납봉투스탠드,,아이동·pedia 오브젝트 > 수납 > 수납/봉투,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|수납|수납/봉투,수납봉투스탠드|봉투|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0693,693,p_0693_binkanpyosichip.png,image/item_icon/full/p_0693_binkanpyosichip.png,빈칸표시칩,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,빈칸표시칩|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,052_칸막이보드핀_라벨프레임칩_투명서랍손잡이_뚜껑잠금클립_방습제홀더_정리바구니택_미니파티션판_수납봉투스탠드_빈칸표시칩.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0694,694,p_0694_chitsolkeobeokaep.png,image/item_icon/full/p_0694_chitsolkeobeokaep.png,칫솔커버캡,,아이동·pedia 오브젝트 > 보호 > 보호/커버,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|보호|보호/커버,칫솔커버캡|커버|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0695,695,p_0695_binubatchimmang.png,image/item_icon/full/p_0695_binubatchimmang.png,비누받침망,,청소·욕실·위생 > 받침 > 받침/받침,aidong_pedia_item,N,N,N,Y,,,,청소·욕실·위생|받침|받침/받침,비누받침망|받침|청소·욕실·위생,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0696,696,p_0696_syampupeompeukeulrip.png,image/item_icon/full/p_0696_syampupeompeukeulrip.png,샴푸펌프클립,,청소·욕실·위생 > 고정 > 고정/클립,mixed,N,N,Y,Y,,,금속/플라스틱|고정|고정/클립|청소·욕실·위생|문구·사무·기록,청소·욕실·위생|문구·사무·기록|고정|고정/클립,샴푸펌프클립|클립|청소·욕실·위생|문구·사무·기록,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0697,697,p_0697_myeondogigeolikaep.png,image/item_icon/full/p_0697_myeondogigeolikaep.png,면도기걸이캡,,청소·욕실·위생 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,청소·욕실·위생|일반 소품,면도기걸이캡|청소·욕실·위생,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0698,698,p_0698_syawotawolring.png,image/item_icon/full/p_0698_syawotawolring.png,샤워타월링,,청소·욕실·위생 > 일반 소품,mixed,N,N,Y,Y,,,섬유|일반 소품|청소·욕실·위생,청소·욕실·위생|일반 소품,샤워타월링|타월|청소·욕실·위생,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0699,699,p_0699_baesugugeoreummangpaek.png,image/item_icon/full/p_0699_baesugugeoreummangpaek.png,배수구거름망팩,,청소·욕실·위생 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,청소·욕실·위생|일반 소품,배수구거름망팩|청소·욕실·위생,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0700,700,p_0700_heupchakhukeupan.png,image/item_icon/full/p_0700_heupchakhukeupan.png,흡착후크판,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,흡착후크판|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0701,701,p_0701_yoksilseulripeotaek.png,image/item_icon/full/p_0701_yoksilseulripeotaek.png,욕실슬리퍼택,,청소·욕실·위생 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,청소·욕실·위생|일반 소품,욕실슬리퍼택|청소·욕실·위생,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0702,702,p_0702_minisemyeonkeop.png,image/item_icon/full/p_0702_minisemyeonkeop.png,미니세면컵,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,미니세면컵|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,053_칫솔커버캡_비누받침망_샴푸펌프클립_면도기걸이캡_샤워타월링_배수구거름망팩_흡착후크판_욕실슬리퍼택_미니세면컵.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0703,703,p_0703_meonjitteoliseulribeu.png,image/item_icon/full/p_0703_meonjitteoliseulribeu.png,먼지떨이슬리브,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,먼지떨이슬리브|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0704,704,p_0704_teipeukeulrineoripil.png,image/item_icon/full/p_0704_teipeukeulrineoripil.png,테이프클리너리필,,공예·제작·수리 > 일반 소품,mixed,N,N,Y,Y,,,일반 소품|공예·제작·수리,공예·제작·수리|일반 소품,테이프클리너리필|공예·제작·수리,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0705,705,p_0705_geolrejipge.png,image/item_icon/full/p_0705_geolrejipge.png,걸레집게,,아이동·pedia 오브젝트 > 고정 > 고정/집게,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|고정|고정/집게,걸레집게|집게|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0706,706,p_0706_teumsaebeureosikaep.png,image/item_icon/full/p_0706_teumsaebeureosikaep.png,틈새브러시캡,,청소·욕실·위생 > 도구 > 도구/브러시,mixed,N,N,Y,Y,,,도구|도구/브러시|청소·욕실·위생,청소·욕실·위생|도구|도구/브러시,틈새브러시캡|브러시|청소·욕실·위생,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0707,707,p_0707_bunmugirabelring.png,image/item_icon/full/p_0707_bunmugirabelring.png,분무기라벨링,,문구·사무·기록 > 부착물 > 부착물/라벨,mixed,N,N,Y,Y,,,종이/스티커|부착물|부착물/라벨|문구·사무·기록,문구·사무·기록|부착물|부착물/라벨,분무기라벨링|라벨|문구·사무·기록,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0708,708,p_0708_hyujiripiltti.png,image/item_icon/full/p_0708_hyujiripiltti.png,휴지리필띠,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,휴지리필띠|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0709,709,p_0709_cheongsojanggapgori.png,image/item_icon/full/p_0709_cheongsojanggapgori.png,청소장갑고리,,청소·욕실·위생 > 연결 > 연결/고리,aidong_pedia_item,N,N,N,Y,,,,청소·욕실·위생|패션·의류·착용소품|연결|연결/고리,청소장갑고리|고리|청소·욕실·위생|패션·의류·착용소품,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0710,710,p_0710_bitjarugeolipin.png,image/item_icon/full/p_0710_bitjarugeolipin.png,빗자루걸이핀,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,빗자루걸이핀|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0711,711,p_0711_sseuregibongtukeulrip.png,image/item_icon/full/p_0711_sseuregibongtukeulrip.png,쓰레기봉투클립,,청소·욕실·위생 > 수납 > 수납/봉투,mixed,N,N,Y,Y,,,금속/플라스틱|수납|수납/봉투|고정/클립|청소·욕실·위생|문구·사무·기록,청소·욕실·위생|문구·사무·기록|수납|수납/봉투|고정/클립,쓰레기봉투클립|봉투|클립|청소·욕실·위생|문구·사무·기록,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,054_먼지떨이슬리브_테이프클리너리필_걸레집게_틈새브러시캡_분무기라벨링_휴지리필띠_청소장갑고리_빗자루걸이핀_쓰레기봉투클립.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0712,712,p_0712_ppalraejipgetong.png,image/item_icon/full/p_0712_ppalraejipgetong.png,빨래집게통,,아이동·pedia 오브젝트 > 고정 > 고정/집게,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|고정|고정/집게,빨래집게통|집게|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,055_빨래집게통_양말분류링_세탁볼주머니_울샴푸계량캡_옷감보호패치_건조대고정핀_속옷세탁망택_세제스푼걸이_빨래줄스토퍼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0713,713,p_0713_yangmalbunryuring.png,image/item_icon/full/p_0713_yangmalbunryuring.png,양말분류링,,안전·시설·운영 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,안전·시설·운영|일반 소품,양말분류링|안전·시설·운영,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,055_빨래집게통_양말분류링_세탁볼주머니_울샴푸계량캡_옷감보호패치_건조대고정핀_속옷세탁망택_세제스푼걸이_빨래줄스토퍼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0714,714,p_0714_setakboljumeoni.png,image/item_icon/full/p_0714_setakboljumeoni.png,세탁볼주머니,,생활·숙소·가구 > 수납 > 수납/주머니,aidong_pedia_item,N,N,N,Y,,,,생활·숙소·가구|수납|수납/주머니,세탁볼주머니|주머니|생활·숙소·가구,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,055_빨래집게통_양말분류링_세탁볼주머니_울샴푸계량캡_옷감보호패치_건조대고정핀_속옷세탁망택_세제스푼걸이_빨래줄스토퍼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0715,715,p_0715_ulsyampugyeryangkaep.png,image/item_icon/full/p_0715_ulsyampugyeryangkaep.png,울샴푸계량캡,,청소·욕실·위생 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,청소·욕실·위생|일반 소품,울샴푸계량캡|청소·욕실·위생,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,055_빨래집게통_양말분류링_세탁볼주머니_울샴푸계량캡_옷감보호패치_건조대고정핀_속옷세탁망택_세제스푼걸이_빨래줄스토퍼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0716,716,p_0716_otgambohopaechi.png,image/item_icon/full/p_0716_otgambohopaechi.png,옷감보호패치,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,옷감보호패치|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,055_빨래집게통_양말분류링_세탁볼주머니_울샴푸계량캡_옷감보호패치_건조대고정핀_속옷세탁망택_세제스푼걸이_빨래줄스토퍼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0717,717,p_0717_geonjodaegojeongpin.png,image/item_icon/full/p_0717_geonjodaegojeongpin.png,건조대고정핀,,아이동·pedia 오브젝트 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,아이동·pedia 오브젝트|일반 소품,건조대고정핀|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,055_빨래집게통_양말분류링_세탁볼주머니_울샴푸계량캡_옷감보호패치_건조대고정핀_속옷세탁망택_세제스푼걸이_빨래줄스토퍼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0718,718,p_0718_sokotsetakmangtaek.png,image/item_icon/full/p_0718_sokotsetakmangtaek.png,속옷세탁망택,,생활·숙소·가구 > 일반 소품,aidong_pedia_item,N,N,N,Y,,,,생활·숙소·가구|일반 소품,속옷세탁망택|생활·숙소·가구,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,055_빨래집게통_양말분류링_세탁볼주머니_울샴푸계량캡_옷감보호패치_건조대고정핀_속옷세탁망택_세제스푼걸이_빨래줄스토퍼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
ICON-0719,719,p_0719_sejeseupungeoli.png,image/item_icon/full/p_0719_sejeseupungeoli.png,세제스푼걸이,,아이동·pedia 오브젝트 > 도구 > 도구/스푼,mixed,N,N,Y,Y,,,도구|도구/스푼,아이동·pedia 오브젝트|도구|도구/스푼,세제스푼걸이|스푼|아이동·pedia 오브젝트,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,sheets_아이동_확장1_folk_flat_kpop_subtle_900_260620,055_빨래집게통_양말분류링_세탁볼주머니_울샴푸계량캡_옷감보호패치_건조대고정핀_속옷세탁망택_세제스푼걸이_빨래줄스토퍼.png,,active,Y,,,X-ITM-00_item_icon_master.csv,2026-06-29
